Project ID,Compliance Program ID (ARB or Ecology),Project Developer,Project Name,Project Type,Project Methodology/Protocol,Current Crediting Period Start Date,Current Crediting Period End Date,Voluntary Status,Compliance Program Status (ARB or Ecology),Project Status Date,Project Site Location,Project Site State,Project Site Country,Sustainable Development Goal(s),Current VVB,ACR Project Validation,Total Number of Credits Registered ,Documents,Project Website
ACR636,CAOD5636,"Tradewater, LLC",Tradewater ODS 40,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,5/19/2021,5/18/2031,N/A,Listed - Active ARB Project,4/28/2021,East Liverpool,ILLINOIS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",GHD Limited,N/A,93755,View,
ACR645,CAOD5645,"Tradewater, LLC",Tradewater ODS 41,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,6/29/2021,6/28/2031,N/A,Listed - Active ARB Project,5/26/2021,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",GHD Limited,N/A,72142,View,
ACR666,CAOD5666,"Tradewater, LLC",Tradewater ODS 42,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,9/11/2021,9/10/2031,N/A,Listed - Active ARB Project,8/11/2021,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",GHD Limited,N/A,93937,View,
ACR671,CAOD5671,"Tradewater, LLC",Tradewater ODS 43,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,10/19/2021,10/18/2031,N/A,Listed - Active ARB Project,9/15/2021,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,73042,View,
ACR686,CAOD5686,"Tradewater, LLC",Tradewater ODS 44,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,12/25/2021,12/24/2031,N/A,Listed - Active ARB Project,11/15/2021,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,89712,View,
ACR744,CAOD5744,"Tradewater, LLC",Tradewater ODS 45,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,3/18/2022,3/17/2032,N/A,Listed - Active ARB Project,2/15/2022,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,75576,View,
ACR762,CAOD5762,"Tradewater, LLC",Tradewater ODS 46,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,6/5/2022,6/4/2032,N/A,Listed - Active ARB Project,5/3/2022,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,114791,View,
ACR780,CAOD5780,"Tradewater, LLC",Tradewater ODS 47,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,9/7/2022,9/6/2032,N/A,ARB Completed,9/22/2023,1100 Haskins Road,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,129471,View,
ACR826,CAOD5826,"Tradewater, LLC",Tradewater ODS 48,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,11/29/2022,11/28/2032,N/A,ARB Completed,9/22/2023,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,132823,View,
ACR872,CAOD5872,"Tradewater, LLC",Tradewater ODS 49,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,4/16/2023,4/15/2033,N/A,Listed - Active ARB Project,3/27/2023,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,86994,View,
ACR370,CAOD5370,"Tradewater, LLC",Tradewater ODS 5,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,2/28/2017,2/27/2027,N/A,ARB Completed,1/27/2020,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,121455,View,
ACR884,CAOD5884,"Tradewater, LLC",Tradewater ODS 50,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,6/13/2023,6/12/2033,N/A,Listed - Active ARB Project,5/12/2023,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,42364,View,
ACR892,,"Tradewater, LLC",Tradewater ODS 51,Ozone Depleting Substances,ECY Compliance Offset Protocol: Ozone Depleting Substances Projects,8/7/2023,8/6/2033,N/A,Submitted,8/16/2023,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,,,View,
ACR918,,"Tradewater, LLC",Tradewater ODS 52,Ozone Depleting Substances,ECY Compliance Offset Protocol: Ozone Depleting Substances Projects,9/30/2023,9/29/2033,N/A,Submitted,8/28/2023,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,,,View,
ACR379,CAOD5379,"Tradewater, LLC",Tradewater ODS 6,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,5/16/2017,5/15/2027,N/A,ARB Completed,1/27/2020,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,120918,View,
ACR383,CAOD5383,"Tradewater, LLC",Tradewater ODS 7,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,8/26/2017,8/25/2027,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,138972,View,
ACR385,CAOD5385,"Tradewater, LLC",Tradewater ODS 8,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,9/16/2017,9/18/2027,N/A,ARB Completed,1/27/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,138331,View,
ACR387,CAOD5387,"Tradewater, LLC",Tradewater ODS 9,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,11/2/2017,11/1/2027,N/A,ARB Completed,1/27/2020,"East Liverpool, OH",OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,129854,View,
ACR354,CAOD5354,"Tradewater, LLC",Tradewater ODS2,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,9/15/2016,9/14/2026,N/A,ARB Completed,1/27/2020,El Dorado,ARKANSAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,103357,View,
ACR894,N/A,"Tradewater, LLC",Tradewater OOG 1,Industrial Process Emissions,Plugging Orphan Oil and Gas Wells in the U.S. and Canada,7/14/2023,7/13/2043,Listed,Not ARB or Ecology Eligible,7/28/2023,Dubois County,INDIANA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,,,View,
ACR915,N/A,"Tradewater, LLC",Tradewater OOG 2,Industrial Process Emissions,Plugging Orphan Oil and Gas Wells in the U.S. and Canada,9/15/2023,9/14/2043,Listed,Not ARB or Ecology Eligible,8/10/2023,Greene County,INDIANA,US,"03: Good Health and Well-Being;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,View,
ACR736,N/A,"Tradewater, LLC",Tradewater US - ODS - #1,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,2/5/2022,2/7/2022,Completed,Not ARB or Ecology Eligible,7/13/2023,East Liverpool,OHIO,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",Ruby Canyon Environment,Ruby Canyon Environment,31818,View,
ACR758,N/A,"Tradewater, LLC",Tradewater US - ODS - #2,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,5/23/2022,5/24/2022,Completed,Not ARB or Ecology Eligible,9/15/2023,East Liverpool,OHIO,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",Ruby Canyon Environment,Ruby Canyon Environment,24294,View,
ACR875,N/A,"Tradewater, LLC",Tradewater US - ODS - #3,Ozone Depleting Substances,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,4/19/2023,5/16/2023,Registered,Not ARB or Ecology Eligible,7/28/2023,Bowling Green,OHIO,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;14: Life Below Water;15: Life on Land",Ruby Canyon Environment,Ruby Canyon Environment,67967,View,
ACR223,N/A,253,Transformer Oil Reclamation Project,Industrial Process Emissions,Reduction in Emissions from the Recycling of Transformer Oil,1/1/2016,12/31/2022,Completed,Not ARB or Ecology Eligible,9/6/2023,"2021 Steinway Blvd S.E, Canton, OH",OHIO,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","Agri-Waste Technology, Inc.",SCS Global Services (Scientific Certification Systems),378561,View,www.hydrodec.com
ACR130,N/A,IdleAir,"Truck Stop Electrification, Alabama",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Alabama,ALABAMA,US,,Ruby Canyon Environment,,8356,View,
ACR131,N/A,IdleAir,"Truck Stop Electrification, Arizona",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Arizona,ARIZONA,US,,Ruby Canyon Environment,,11104,View,
ACR132,N/A,IdleAir,"Truck Stop Electrification, Arkansas",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Arkansas,ARKANSAS,US,,Ruby Canyon Environment,,28069,View,
ACR188,N/A,IdleAir,"Truck Stop Electrification, BEF",Transport / Fleet Efficiency,Truck Stop Electrification,3/9/2010,3/8/2020,Completed,Not ARB or Ecology Eligible,8/17/2022,Various,TENNESSEE,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",SCS Global Services (Scientific Certification Systems),Ruby Canyon Environment,43549,View,
ACR133,N/A,IdleAir,"Truck Stop Electrification, California",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,California,CALIFORNIA,US,,Ruby Canyon Environment,,21943,View,
ACR134,N/A,IdleAir,"Truck Stop Electrification, Colorado",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Colorado,COLORADO,US,,Ruby Canyon Environment,,3671,View,
ACR135,N/A,IdleAir,"Truck Stop Electrification, Florida",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Florida,FLORIDA,US,,Ruby Canyon Environment,,7348,View,
ACR136,N/A,IdleAir,"Truck Stop Electrification, Georgia",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Georgia,GEORGIA,US,,Ruby Canyon Environment,,22220,View,
ACR137,N/A,IdleAir,"Truck Stop Electrification, Illinois",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Illinois,ILLINOIS,US,,Ruby Canyon Environment,,20531,View,
ACR138,N/A,IdleAir,"Truck Stop Electrification, Indiana",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Indiana,INDIANA,US,,Ruby Canyon Environment,,12150,View,
ACR139,N/A,IdleAir,"Truck Stop Electrification, Kentucky",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Kentucky,KENTUCKY,US,,Ruby Canyon Environment,,4075,View,
ACR140,N/A,IdleAir,"Truck Stop Electrification, Louisianna",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Louisiana,LOUISIANA,US,,Ruby Canyon Environment,,11603,View,
ACR141,N/A,IdleAir,"Truck Stop Electrification, Maryland",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Maryland,MARYLAND,US,,Ruby Canyon Environment,,12112,View,
ACR142,N/A,IdleAir,"Truck Stop Electrification, Michigan",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Michigan,MICHIGAN,US,,Ruby Canyon Environment,,4084,View,
ACR143,N/A,IdleAir,"Truck Stop Electrification, Minnesota",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Minnesota,MINNESOTA,US,,Ruby Canyon Environment,,1785,View,
ACR144,N/A,IdleAir,"Truck Stop Electrification, Mississippi",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Mississippi,MISSISSIPPI,US,,Ruby Canyon Environment,,4185,View,
ACR145,N/A,IdleAir,"Truck Stop Electrification, Missouri",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Missouri,MISSOURI,US,,Ruby Canyon Environment,,5375,View,
ACR146,N/A,IdleAir,"Truck Stop Electrification, Nebraska",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Nebraska,NEBRASKA,US,,Ruby Canyon Environment,,3124,View,
ACR147,N/A,IdleAir,"Truck Stop Electrification, New Jersey",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,New Jersey,NEW JERSEY,US,,Ruby Canyon Environment,,7207,View,
ACR148,N/A,IdleAir,"Truck Stop Electrification, New Mexico",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,New Mexico,NEW MEXICO,US,,Ruby Canyon Environment,,9483,View,
ACR264,N/A,IdleAir,"Truck Stop Electrification, New York",Transport / Fleet Efficiency,Truck Stop Electrification,1/1/2003,1/30/2010,Completed,Not ARB or Ecology Eligible,10/27/2022,"Maybrook, NY",NEW YORK,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",Ruby Canyon Environment,,240,View,www.idleair.com
ACR149,N/A,IdleAir,"Truck Stop Electrification, North Carolina",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,North Carolina,NORTH CAROLINA,US,,Ruby Canyon Environment,,8488,View,
ACR150,N/A,IdleAir,"Truck Stop Electrification, North Dakota",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,North Dakota,NORTH DAKOTA,US,,Ruby Canyon Environment,,1351,View,
ACR151,N/A,IdleAir,"Truck Stop Electrification, Ohio",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Ohio,OHIO,US,,Ruby Canyon Environment,,28663,View,
ACR152,N/A,IdleAir,"Truck Stop Electrification, Oklahoma",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Oklahoma,OKLAHOMA,US,,Ruby Canyon Environment,,8165,View,
ACR153,N/A,IdleAir,"Truck Stop Electrification, Oregon",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Oregon,OREGON,US,,Ruby Canyon Environment,,5583,View,
ACR154,N/A,IdleAir,"Truck Stop Electrification, Pennsylvania",Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,7/26/2022,Pennsylvania,PENNSYLVANIA,US,,Ruby Canyon Environment,,24818,View,
